cd_ibge,ptb_rate,early_ptb_rate,extr_ptb_rate
2602100,0.0011585567692816948,0.00014481959616021185,2.0688513737173122e-05
2602209,0.0010477358683430441,0.0003322089338648676,2.5554533374220587e-05
2602308,0.0016512895785279933,0.00034074229398196686,0.00013105472845460265
2602407,0.001555728414268252,0.00044449383264807203,0.00022224691632403602
2602506,0.002938819129040876,0.0,0.0
2602605,0.0012338554001074648,0.000199008935501204,3.98017871002408e-05
2602704,0.001829407729247656,0.00038112661025992833,7.622532205198568e-05
2602803,0.0014526588845654993,0.0002939904885430177,8.64677907479464e-05
2602902,0.0017405125004875386,0.0003461523460353368,6.338000702055462e-05
2603009,0.0013850415512465374,0.00017681381505274944,8.840690752637472e-05
2603108,0.0011353539342481983,0.00019745285813012144,9.872642906506072e-05
2603207,0.0012600630031501575,0.00021001050052502624,7.000350017500875e-05
2603306,0.0009017945711966813,0.0001803589142393363,0.0
2603405,0.0010429341213280027,0.00017382235355466714,0.0
2603454,0.0016716006533278888,0.0002807268272764394,8.294201714985709e-05
2603504,0.0009126536747731788,0.00010737102056155044,5.368551028077522e-05
2603603,0.0010550996483001172,0.0,0.0
2603702,0.0014495671431447553,0.0003623917857861888,0.0001610630159049728
2603801,0.0013966480446927375,0.00029928172386272945,9.976057462090982e-05
2603900,0.001180031809553127,0.00020522292340054385,0.00015391719255040788
2603926,0.0024150825802430665,0.00038952944842630103,0.0001558117793705204
2604007,0.0010739453615213825,0.0001568684235930109,4.8267207259387974e-05
2604106,0.0014907305700643369,0.0002998273890918873,9.247012934609608e-05
2604155,0.0009082652134423251,6.986655488017886e-05,6.986655488017886e-05
2604205,0.001649620587264929,0.0003770561342319838,0.00011783004194749493
2604304,0.0016208838082238527,0.00017061934823408976,0.0
2604403,0.0017128388442061364,0.0002978850163836759,0.00014894250819183795
2604502,0.001343899161221558,9.268270077390056e-05,9.268270077390056e-05
2604601,0.0017143510228961104,0.0004952569621699875,0.0001904834469884567
2604700,0.0013227513227513227,0.0004409171075837742,0.00016534391534391533
2604809,0.0016671959352175293,0.0003969514131470308,0.00015878056525881233
2604908,0.0013751611516974644,0.0002578427159432746,0.00017189514396218306
2605004,0.001331059440123123,0.00016638243001539037,0.0
2605103,0.001330039901197036,0.0002442930430770066,8.14310143590022e-05
2605152,0.0015479876160990713,0.0006405465997651329,0.0002135155332550443
2605202,0.0011833800841514726,0.0002337540906965872,8.76577840112202e-05
2605301,0.0013799592284773404,0.0002195389681668496,9.408812921436413e-05
2605400,0.0014082587561895243,0.0003634216145005224,0.0001362831054376959
2605459,0.0,0.0,0.0
2605509,0.0009049773755656109,6.961364427427775e-05,6.961364427427775e-05
2605608,0.0012814281295568026,0.00026512306128761434,8.837435376253811e-05
2605707,0.001013638039071139,0.00018429782528566163,0.0
2605806,0.0013015749056358194,0.0005206299622543278,0.00013015749056358194
2605905,0.0010396361273554255,0.00022742040285899935,6.49772579597141e-05
2606002,0.0016980494017253909,0.0003237806062611974,0.0001223171179208968
2606101,0.0012785208497246264,0.00022947810123262523,3.278258589037503e-05
2606200,0.0016361462463029388,0.0003146435089044113,0.00018878610534264677
2606309,0.0014794889038332213,0.0,0.0
2606408,0.0014861512278725266,0.00021573162985246355,8.38956338315136e-05
2606507,0.001827485380116959,0.0005221386800334168,0.00015664160401002505
2606606,0.0018929616245052486,0.00044742729306487697,0.00010325245224574084
2606705,0.0019339865910263023,0.00025786487880350697,0.0
2606804,0.0014787270840539606,0.0002680733310273262,0.00011241784849533033
2606903,0.0010647882709476615,8.190679007289704e-05,0.0
2607000,0.0014886164623467602,0.00026269702276707533,8.756567425569177e-05
2607109,0.00021958717610891525,0.0,0.0
2607208,0.0020272624565775164,0.00039067036923629223,0.00014782122079211058
2607307,0.001409281594126901,0.00022941793392763503,0.0001966439433665443
2607406,0.001643047853768741,0.0006161429451632779,0.0
2607505,0.0011367942402425162,7.578628268283441e-05,0.0
2607604,0.0015482272797646694,0.00034835113794705065,0.00023223409196470042
2607653,0.001262972928449838,0.00021964746581736312,0.00010982373290868156
2607703,0.0009502923976608187,7.309941520467836e-05,0.0
2607752,0.0016668560821305452,0.00026518164942985947,0.00011364927832708262
2607802,0.0018339939655682422,0.00017748328699047507,5.916109566349169e-05
2607901,0.0015925210281579505,0.0002924161023800377,9.31717973269728e-05
2607950,0.001971203291052451,0.0006856359273225917,0.00017140898183064793
2608008,0.0011130638547158758,0.00023432923257176333,5.858230814294083e-05
2608057,0.0021031207598371775,0.000271370420624152,0.00020352781546811397
2608107,0.0011024044334535053,0.00026815242975896075,2.9794714417662307e-05
2608206,0.0018707907208780244,0.00031179845347967076,0.0
2608255,0.0016723879940146113,0.0002640612622128334,0.0
2608305,0.001966501661354852,0.00047467281480979183,0.00020343120634705363
2608404,0.0022841480127912287,6.52613717940351e-05,0.0
2608453,0.0015095605501509561,0.00011181930001118193,0.00011181930001118193
2608503,0.0013553301864747394,0.00028041314202925644,0.0
2608602,0.0009184845005740528,0.0002296211251435132,0.00015308075009567548
2608701,0.000799409666707662,0.00012298610257040955,6.149305128520478e-05
2608750,0.001577971517614107,0.00023669572764211606,7.889857588070535e-05
2608800,0.001825821619728878,0.00027512380571257067,7.503376519433746e-05
2608909,0.0017406131220915775,0.00033746580938510176,0.0001598522254982061
2609006,0.0018197642218529947,0.0003956009177941293,0.00011868027533823879
2609105,0.0014510125544129708,0.0003154375118289067,0.00012617500473156268
2609154,0.0011382499407161489,0.0003319895660422101,0.0001897083234526915
2609204,0.0026148348295999303,0.0005229669659199861,0.00026148348295999303
2609303,0.0024823621635746015,0.0002613012803762738,0.0001306506401881369
2609402,0.0013651767502368983,0.00022485264121548915,8.030451471981754e-05
2609501,0.0016066242353086572,0.0002780695791880368,9.268985972934561e-05
2609600,0.001546569346791379,0.00029093878801025945,8.677121747674404e-05
2609709,0.0009650484622162548,0.00020979314396005539,8.391725758402215e-05
2609808,0.0014163350644095232,0.00013488905375328792,6.744452687664396e-05
2609907,0.0015520967812123762,0.00033362828007368835,0.0001160446191560655
2610004,0.0020478140775311935,0.0004603613042511985,7.937263866399975e-05
2610103,0.0012838618564642444,0.00012838618564642445,0.00012838618564642445
2610202,0.0013589008002415823,0.00015098897780462027,7.549448890231014e-05
2610301,0.0014810942672939538,0.00017424638438752395,0.0
2610400,0.0010951902893127682,0.00022816464360682668,9.126585744273067e-05
2610509,0.0014151594643103686,0.00017258042247687424,0.0
2610608,0.0015693547811820095,0.00032100438705995647,8.916788529443236e-05
2610707,0.001367294913359079,0.00029472801465740145,0.00010938359306872632
2610806,0.0015953203935123637,0.00022157227687671718,4.4314455375343434e-05
2610905,0.0014914910435962832,0.00025355347741136815,5.965964174385133e-05
2611002,0.0022107386630557937,0.0004697819658993561,0.0001381711664409871
2611101,0.0018379305832230673,0.00033443357131432395,0.00014249778256001627
2611200,0.002035578369767236,0.00035401362952473673,0.0
2611309,0.0012577220434284023,0.00018495912403358858,3.6991824806717716e-05
2611408,0.000876542377452633,0.0002697053469085025,0.00020227901018137685
2611507,0.0011584800741427247,0.0002703120172999691,0.00011584800741427248
2611533,0.0020521841102316037,0.00043975373790677223,0.0001465845793022574
2611606,0.0014934358427044498,0.0002930699936623614,0.00010562731021580942
2611705,0.00195665998141173,0.0004891649953529325,0.00014674949860587976
2611804,0.0010591200830350146,0.00012709440996420173,6.354720498210087e-05
2611903,0.0018344709897610922,0.0002986348122866894,4.266211604095563e-05
2612000,0.0005938830050480055,0.00029694150252400277,0.00019796100168266851
2612109,0.0004643387815750371,9.286775631500742e-05,0.0
2612208,0.0020790706884034056,0.00037951290343871694,0.00014850504917167184
2612307,0.001390381090817165,0.00037919484295013587,0.00012639828098337863
2612406,0.001267962806424345,0.00034580803811573043,0.0001152693460385768
2612455,0.0015752165922814387,0.00026253609871357313,0.0
2612471,0.0015162397254808075,0.00023940627244433804,0.00015960418162955868
2612505,0.0011988370336807129,0.00018879323365050596,4.719830841262649e-05
2612554,0.0006949270326615705,0.0001389854065323141,0.0
2612604,0.0019157546876122512,0.00043104480471275656,0.0001197346679757657
2612703,0.001494874715261959,0.0004982915717539864,0.00021355353075170843
2612802,0.0011050663039782387,8.500510030601836e-05,8.500510030601836e-05
2612901,0.000954380606986066,0.0001908761213972132,0.0
2613008,0.001187326141529276,0.00018657982224031482,3.3923604043693604e-05
2613107,0.0014008998087232953,0.0003232845712438374,0.0002155230474958916
2613206,0.0017191219254165564,0.00022040024684827648,0.0
2613305,0.0017359482030590222,0.0001876700760063808,0.0001407525570047856
2613404,0.002142449057322415,0.0006189297276709198,0.0002856598743096553
2613503,0.0017406697152972414,0.0002950287653046172,0.0001475143826523086
2613602,0.0012726035100180532,0.00014797715232768062,8.878629139660837e-05
2613701,0.0014951674053505634,0.0003292928214164931,0.0001423968957476727
2613800,0.00233983286908078,0.0006685236768802228,0.00022284122562674094
2613909,0.0023900016321962364,0.00033809779187166274,0.00013990253456758458
2614006,0.0015679715674489102,0.0002090628756598547,5.2265718914963674e-05
2614105,0.0010905735298229915,0.00030759766225776686,0.000167780543049691
2614204,0.001278687801759298,0.0002645560969157168,8.818536563857227e-05
2614303,0.001419698314108252,0.00026619343389529726,0.0
2614402,0.0013348907058234607,0.0,0.0
2614501,0.0014414135151890886,0.0003409795412275263,0.00017048977061376316
2614600,0.0016918684572274506,0.00035247259525571884,0.00014098903810228755
2614709,0.0013964313421256788,0.0003103180760279286,0.0001551590380139643
2614808,0.0015344061061494275,0.0002754062241806665,3.934374631152378e-05
2614857,0.0019007300531340447,0.0006479761544775152,0.0002591904617910061
2615003,0.001513231981981982,0.00024634009009009007,7.038288288288288e-05
2615102,0.0018209833309987392,0.00042022692253817064,0.00014007564084605686
2615201,0.0010017028949213663,0.00020034057898427325,0.0
